Country,ISO3,Year,TaxRevenue_percent_GDP
Australia,AUS,2005,24.7545497178645
Australia,AUS,2006,24.51177238554
Australia,AUS,2007,24.0393453581788
Australia,AUS,2008,24.2076958094452
Australia,AUS,2009,22.0210061350471
Australia,AUS,2010,20.4779954643102
Australia,AUS,2011,20.3225244773041
Australia,AUS,2012,21.0990859163958
Australia,AUS,2013,21.9443416287694
Australia,AUS,2014,21.897878678174
Australia,AUS,2015,21.8740706763168
Australia,AUS,2016,22.2755221320286
Australia,AUS,2017,22.1103686445861
Australia,AUS,2018,23.2084449619852
Australia,AUS,2019,23.4084400141939
Australia,AUS,2020,22.5909248948989
Australia,AUS,2021,23.0612679317794
Bangladesh,BGD,2000,
Bangladesh,BGD,2001,6.61116027143823
Bangladesh,BGD,2002,6.69138419067813
Bangladesh,BGD,2003,6.96521390375867
Bangladesh,BGD,2004,7.04644841818552
Bangladesh,BGD,2005,7.13567003946154
Bangladesh,BGD,2006,7.04330405780911
Bangladesh,BGD,2007,6.91726266856821
Bangladesh,BGD,2008,7.65602988282474
Bangladesh,BGD,2009,7.49811626276927
Bangladesh,BGD,2010,7.83468474946733
Bangladesh,BGD,2011,8.68592470557816
Bangladesh,BGD,2012,9.02456269019499
Bangladesh,BGD,2013,8.96241331541821
Bangladesh,BGD,2014,8.6353777373447
Bangladesh,BGD,2015,8.49834882820801
Bangladesh,BGD,2016,7.31691184755758
Bangladesh,BGD,2017,6.99714263243688
Bangladesh,BGD,2018,7.73177216647423
Bangladesh,BGD,2019,7.63863895493657
Bangladesh,BGD,2020,7.00153674405437
Bangladesh,BGD,2021,7.64236301017901
Bolivia,BOL,2000,12.3308028811412
Bolivia,BOL,2001,11.7825460461138
Bolivia,BOL,2002,13.1841049760332
Bolivia,BOL,2003,12.9730003183325
Bolivia,BOL,2004,15.0163488014671
Bolivia,BOL,2005,16.2151641027597
Bolivia,BOL,2006,16.8161681623874
Bolivia,BOL,2007,16.9648657379261
Bolivia,BOL,2008,
Bolivia,BOL,2009,
Bolivia,BOL,2010,
Bolivia,BOL,2011,
Bolivia,BOL,2012,
Bolivia,BOL,2013,
Bolivia,BOL,2014,
Bolivia,BOL,2015,
Bolivia,BOL,2016,
Bolivia,BOL,2017,
Bolivia,BOL,2018,
Bolivia,BOL,2019,
Bolivia,BOL,2020,
Bolivia,BOL,2021,
Brazil,BRA,2000,
Brazil,BRA,2001,
Brazil,BRA,2002,
Brazil,BRA,2003,
Brazil,BRA,2004,
Brazil,BRA,2005,
Brazil,BRA,2006,
Brazil,BRA,2007,
Brazil,BRA,2008,
Brazil,BRA,2009,
Brazil,BRA,2010,14.2495759565686
Brazil,BRA,2011,14.8512987831907
Brazil,BRA,2012,14.332411090207
Brazil,BRA,2013,14.1253057430265
Brazil,BRA,2014,13.4900745188201
Brazil,BRA,2015,13.6296293654077
Brazil,BRA,2016,13.7104309816062
Brazil,BRA,2017,13.605228515206
Brazil,BRA,2018,13.9401079935106
Brazil,BRA,2019,13.7376948362641
Brazil,BRA,2020,12.7193878571982
Brazil,BRA,2021,14.1366751318622
Canada,CAN,2000,14.8577431846106
Canada,CAN,2001,14.1814798149467
Canada,CAN,2002,13.3776274685072
Canada,CAN,2003,13.2289347132717
Canada,CAN,2004,13.3447478670743
Canada,CAN,2005,13.2994928856977
Canada,CAN,2006,13.3482206693421
Canada,CAN,2007,13.3344320068963
Canada,CAN,2008,12.3901655964853
Canada,CAN,2009,12.3043859548638
Canada,CAN,2010,11.7328092981826
Canada,CAN,2011,11.8039212812623
Canada,CAN,2012,11.6644273631038
Canada,CAN,2013,11.6235045990299
Canada,CAN,2014,11.8083790792206
Canada,CAN,2015,12.3898109063213
Canada,CAN,2016,12.496562633144
Canada,CAN,2017,12.6120166809848
Canada,CAN,2018,13.0576846693075
Canada,CAN,2019,12.7416889014909
Canada,CAN,2020,13.5033320933869
Canada,CAN,2021,13.2198942999607
Chile,CHL,2000,16.0724036281393
Chile,CHL,2001,15.9131257668038
Chile,CHL,2002,16.0730676241731
Chile,CHL,2003,15.7688272670367
Chile,CHL,2004,16.4239450550574
Chile,CHL,2005,18.1208899059452
Chile,CHL,2006,19.6120173266907
Chile,CHL,2007,20.3790285412133
Chile,CHL,2008,18.7092655630147
Chile,CHL,2009,14.6058605653373
Chile,CHL,2010,17.47100626721
Chile,CHL,2011,18.9360959989957
Chile,CHL,2012,18.9910595536986
Chile,CHL,2013,17.4587728971955
Chile,CHL,2014,17.044501214415
Chile,CHL,2015,17.5460829271472
Chile,CHL,2016,17.4689644140042
Chile,CHL,2017,17.5057946830766
Chile,CHL,2018,18.3955244984111
Chile,CHL,2019,17.7188527688584
Chile,CHL,2020,16.1961693332108
Chile,CHL,2021,19.6644047302073
China,CHN,2000,
China,CHN,2001,
China,CHN,2002,
China,CHN,2003,
China,CHN,2004,
China,CHN,2005,8.56924385783334
China,CHN,2006,9.05725398272786
China,CHN,2007,9.77140606467415
China,CHN,2008,10.1014265266002
China,CHN,2009,10.3094417362922
China,CHN,2010,10.212048608843
China,CHN,2011,10.3127948892952
China,CHN,2012,10.2567686829398
China,CHN,2013,9.90773258312895
China,CHN,2014,9.67861882699669
China,CHN,2015,9.37692044713406
China,CHN,2016,9.12291556057604
China,CHN,2017,9.41931765253305
China,CHN,2018,9.05268573156305
China,CHN,2019,8.49286376989869
China,CHN,2020,8.09062621607631
China,CHN,2021,7.96512804614377
Colombia,COL,2000,11.219754185325
Colombia,COL,2001,
Colombia,COL,2002,
Colombia,COL,2003,11.2588268638482
Colombia,COL,2004,
Colombia,COL,2005,
Colombia,COL,2006,
Colombia,COL,2007,
Colombia,COL,2008,13.0315110144915
Colombia,COL,2009,12.6752273841946
Colombia,COL,2010,12.1421652023674
Colombia,COL,2011,14.5758811869672
Colombia,COL,2012,13.2269907142761
Colombia,COL,2013,14.0221143464507
Colombia,COL,2014,15.6997483720014
Colombia,COL,2015,15.797262655066
Colombia,COL,2016,14.3852129298513
Colombia,COL,2017,14.8508184081791
Colombia,COL,2018,14.6098424480272
Colombia,COL,2019,14.90052462326
Colombia,COL,2020,14.0452385553971
Colombia,COL,2021,14.4463230965207
Cyprus,CYP,2000,20.7966335767945
Cyprus,CYP,2001,21.2956362120587
Cyprus,CYP,2002,21.4312693114226
Cyprus,CYP,2003,22.0150698014494
Cyprus,CYP,2004,21.8288375781342
Cyprus,CYP,2005,23.1684581894033
Cyprus,CYP,2006,24.31188563645
Cyprus,CYP,2007,28.4229518891301
Cyprus,CYP,2008,26.9496263455086
Cyprus,CYP,2009,23.2492377292522
Cyprus,CYP,2010,23.0541633071918
Cyprus,CYP,2011,23.1497766022135
Cyprus,CYP,2012,23.3347688877135
Cyprus,CYP,2013,23.5211674986721
Cyprus,CYP,2014,24.7157220076717
Cyprus,CYP,2015,24.0473874693333
Cyprus,CYP,2016,23.5160580075036
Cyprus,CYP,2017,23.819883399544
Cyprus,CYP,2018,23.8334479788945
Cyprus,CYP,2019,23.0747988940916
Cyprus,CYP,2020,21.9401064770959
Cyprus,CYP,2021,22.5521077949787
Czechia,CZE,2000,14.3940909280327
Czechia,CZE,2001,14.6706596068644
Czechia,CZE,2002,14.4922139897488
Czechia,CZE,2003,14.9342597779117
Czechia,CZE,2004,15.3637066407322
Czechia,CZE,2005,14.4719480929411
Czechia,CZE,2006,14.2247635579556
Czechia,CZE,2007,14.6226925120358
Czechia,CZE,2008,13.6910275601823
Czechia,CZE,2009,13.6005403617534
Czechia,CZE,2010,13.5150877074659
Czechia,CZE,2011,14.4031469799321
Czechia,CZE,2012,14.8219229571973
Czechia,CZE,2013,14.986384060872
Czechia,CZE,2014,14.3234419623065
Czechia,CZE,2015,14.6856290224908
Czechia,CZE,2016,14.7706497791672
Czechia,CZE,2017,14.8067786190684
Czechia,CZE,2018,14.65729130846
Czechia,CZE,2019,14.524571696195
Czechia,CZE,2020,14.0731168065984
Czechia,CZE,2021,12.9358385035563
Ecuador,ECU,2000,
Ecuador,ECU,2001,
Ecuador,ECU,2002,
Ecuador,ECU,2003,
Ecuador,ECU,2004,
Ecuador,ECU,2005,
Ecuador,ECU,2006,
Ecuador,ECU,2007,
Ecuador,ECU,2008,
Ecuador,ECU,2009,
Ecuador,ECU,2010,
Ecuador,ECU,2011,
Ecuador,ECU,2012,
Ecuador,ECU,2013,14.1232339142175
Ecuador,ECU,2014,14.0206757250712
Ecuador,ECU,2015,16.3890534868359
Ecuador,ECU,2016,14.5417706457609
Ecuador,ECU,2017,13.6893043126773
Ecuador,ECU,2018,14.2925484323985
Ecuador,ECU,2019,13.40088971302
Ecuador,ECU,2020,12.9414347272775
Ecuador,ECU,2021,12.7055177467813
"Egypt, Arab Rep.",EGY,2000,
"Egypt, Arab Rep.",EGY,2001,
"Egypt, Arab Rep.",EGY,2002,13.4077593032462
"Egypt, Arab Rep.",EGY,2003,13.3499401197605
"Egypt, Arab Rep.",EGY,2004,13.8359777457243
"Egypt, Arab Rep.",EGY,2005,14.068635097493
"Egypt, Arab Rep.",EGY,2006,15.8295127084345
"Egypt, Arab Rep.",EGY,2007,15.3498523093448
"Egypt, Arab Rep.",EGY,2008,15.3205248464545
"Egypt, Arab Rep.",EGY,2009,15.6613605833813
"Egypt, Arab Rep.",EGY,2010,14.1300762473065
"Egypt, Arab Rep.",EGY,2011,14.0086354022318
"Egypt, Arab Rep.",EGY,2012,12.3849047590613
"Egypt, Arab Rep.",EGY,2013,13.4980649322726
"Egypt, Arab Rep.",EGY,2014,12.2201408450704
"Egypt, Arab Rep.",EGY,2015,12.5192110970171
"Egypt, Arab Rep.",EGY,2016,
"Egypt, Arab Rep.",EGY,2017,
"Egypt, Arab Rep.",EGY,2018,
"Egypt, Arab Rep.",EGY,2019,
"Egypt, Arab Rep.",EGY,2020,
"Egypt, Arab Rep.",EGY,2021,
Ethiopia,ETH,2000,
Ethiopia,ETH,2001,8.08387167264084
Ethiopia,ETH,2002,9.70983167885198
Ethiopia,ETH,2003,9.11689550681182
Ethiopia,ETH,2004,9.68076220287628
Ethiopia,ETH,2005,8.72441638457737
Ethiopia,ETH,2006,8.26284585481565
Ethiopia,ETH,2007,7.81252966616113
Ethiopia,ETH,2008,7.81414425408042
Ethiopia,ETH,2009,6.58118138102551
Ethiopia,ETH,2010,8.1634410798229
Ethiopia,ETH,2011,9.20935861701915
Ethiopia,ETH,2012,9.37759471505438
Ethiopia,ETH,2013,8.76472537700643
Ethiopia,ETH,2014,8.81195539315636
Ethiopia,ETH,2015,8.35133826701354
Ethiopia,ETH,2016,8.08706553329928
Ethiopia,ETH,2017,7.6039292287321
Ethiopia,ETH,2018,7.519920423209
Ethiopia,ETH,2019,6.66173914844703
Ethiopia,ETH,2020,6.19630057347232
Ethiopia,ETH,2021,5.32472623532696
Germany,DEU,2000,11.5919442540124
Germany,DEU,2001,10.8469025702222
Germany,DEU,2002,10.7123003022453
Germany,DEU,2003,10.8550033246906
Germany,DEU,2004,10.2875222412169
Germany,DEU,2005,10.4854431549935
Germany,DEU,2006,10.6677987618396
Germany,DEU,2007,11.1438034473806
Germany,DEU,2008,11.2809690772605
Germany,DEU,2009,11.386164409368
Germany,DEU,2010,10.9693202755288
Germany,DEU,2011,11.2547082949694
Germany,DEU,2012,11.3944179004278
Germany,DEU,2013,11.3850059987166
Germany,DEU,2014,11.2604642281679
Germany,DEU,2015,11.257498420106
Germany,DEU,2016,11.0792181745935
Germany,DEU,2017,11.1999003335225
Germany,DEU,2018,11.2376680568792
Germany,DEU,2019,11.2143835151405
Germany,DEU,2020,10.4109728028015
Germany,DEU,2021,11.0225053448154
Greece,GRC,2000,23.309875911687
Greece,GRC,2001,21.6130465155138
Greece,GRC,2002,21.8769704329815
Greece,GRC,2003,20.2520438018772
Greece,GRC,2004,19.6220114639512
Greece,GRC,2005,20.7928823703071
Greece,GRC,2006,20.3113525444312
Greece,GRC,2007,20.5440647006846
Greece,GRC,2008,20.4892108105139
Greece,GRC,2009,20.0467212280259
Greece,GRC,2010,20.4346791237019
Greece,GRC,2011,22.4592713947757
Greece,GRC,2012,24.9543887136577
Greece,GRC,2013,24.7308046940324
Greece,GRC,2014,25.3987231791514
Greece,GRC,2015,25.3959107582621
Greece,GRC,2016,27.0349616993722
Greece,GRC,2017,26.7428191688464
Greece,GRC,2018,27.1083919768284
Greece,GRC,2019,25.9324359654947
Greece,GRC,2020,24.9917156858479
Greece,GRC,2021,25.5777359596935
Guatemala,GTM,2000,10.0649764496874
Guatemala,GTM,2001,11.0386722099797
Guatemala,GTM,2002,12.0735961626442
Guatemala,GTM,2003,11.8583959396845
Guatemala,GTM,2004,11.7428498298475
Guatemala,GTM,2005,11.3843835155732
Guatemala,GTM,2006,12.0510563506017
Guatemala,GTM,2007,12.2552412852976
Guatemala,GTM,2008,11.4590303096883
Guatemala,GTM,2009,10.5046855711114
Guatemala,GTM,2010,10.6050218415249
Guatemala,GTM,2011,11.0178435431948
Guatemala,GTM,2012,11.0095522578867
Guatemala,GTM,2013,11.1022938902238
Guatemala,GTM,2014,10.777815919786
Guatemala,GTM,2015,10.3582515698864
Guatemala,GTM,2016,10.4215148794664
Guatemala,GTM,2017,10.6355739727646
Guatemala,GTM,2018,10.5609499289313
Guatemala,GTM,2019,10.4353913291649
Guatemala,GTM,2020,9.95508996692912
Guatemala,GTM,2021,11.5557790012848
"Hong Kong SAR, China",HKG,2000,
"Hong Kong SAR, China",HKG,2001,
"Hong Kong SAR, China",HKG,2002,
"Hong Kong SAR, China",HKG,2003,
"Hong Kong SAR, China",HKG,2004,
"Hong Kong SAR, China",HKG,2005,
"Hong Kong SAR, China",HKG,2006,
"Hong Kong SAR, China",HKG,2007,
"Hong Kong SAR, China",HKG,2008,
"Hong Kong SAR, China",HKG,2009,
"Hong Kong SAR, China",HKG,2010,
"Hong Kong SAR, China",HKG,2011,
"Hong Kong SAR, China",HKG,2012,
"Hong Kong SAR, China",HKG,2013,
"Hong Kong SAR, China",HKG,2014,
"Hong Kong SAR, China",HKG,2015,
"Hong Kong SAR, China",HKG,2016,
"Hong Kong SAR, China",HKG,2017,
"Hong Kong SAR, China",HKG,2018,
"Hong Kong SAR, China",HKG,2019,
"Hong Kong SAR, China",HKG,2020,
"Hong Kong SAR, China",HKG,2021,
India,IND,2000,8.81014349636308
India,IND,2001,8.07945444456957
India,IND,2002,8.67627393090217
India,IND,2003,9.10808432214403
India,IND,2004,9.57081708050975
India,IND,2005,10.0809315263538
India,IND,2006,11.1293370539779
India,IND,2007,12.1083469904149
India,IND,2008,10.9771721522223
India,IND,2009,9.80972540638804
India,IND,2010,10.3880397905312
India,IND,2011,10.1773871997608
India,IND,2012,10.8367717209692
India,IND,2013,11.0016256942917
India,IND,2014,9.98465419071312
India,IND,2015,10.5697090519718
India,IND,2016,11.1477384183764
India,IND,2017,11.3874439798131
India,IND,2018,12.0174277483166
India,IND,2019,
India,IND,2020,
India,IND,2021,
Indonesia,IDN,2000,
Indonesia,IDN,2001,11.5781845835748
Indonesia,IDN,2002,11.8269595891699
Indonesia,IDN,2003,12.3855320643093
Indonesia,IDN,2004,12.3307678952353
Indonesia,IDN,2005,
Indonesia,IDN,2006,
Indonesia,IDN,2007,
Indonesia,IDN,2008,13.310617826949
Indonesia,IDN,2009,11.0577865188848
Indonesia,IDN,2010,
Indonesia,IDN,2011,
Indonesia,IDN,2012,
Indonesia,IDN,2013,
Indonesia,IDN,2014,
Indonesia,IDN,2015,
Indonesia,IDN,2016,
Indonesia,IDN,2017,
Indonesia,IDN,2018,
Indonesia,IDN,2019,
Indonesia,IDN,2020,
Indonesia,IDN,2021,
"Iran, Islamic Rep.",IRN,2000,5.86128209638759
"Iran, Islamic Rep.",IRN,2001,5.74690355849208
"Iran, Islamic Rep.",IRN,2002,4.99437771164826
"Iran, Islamic Rep.",IRN,2003,5.20132534960526
"Iran, Islamic Rep.",IRN,2004,5.19532335188804
"Iran, Islamic Rep.",IRN,2005,6.65759371533812
"Iran, Islamic Rep.",IRN,2006,6.21768140946726
"Iran, Islamic Rep.",IRN,2007,5.93768768949975
"Iran, Islamic Rep.",IRN,2008,6.19780928808194
"Iran, Islamic Rep.",IRN,2009,7.35847804148683
"Iran, Islamic Rep.",IRN,2010,
"Iran, Islamic Rep.",IRN,2011,
"Iran, Islamic Rep.",IRN,2012,
"Iran, Islamic Rep.",IRN,2013,
"Iran, Islamic Rep.",IRN,2014,
"Iran, Islamic Rep.",IRN,2015,
"Iran, Islamic Rep.",IRN,2016,
"Iran, Islamic Rep.",IRN,2017,
"Iran, Islamic Rep.",IRN,2018,
"Iran, Islamic Rep.",IRN,2019,
"Iran, Islamic Rep.",IRN,2020,
"Iran, Islamic Rep.",IRN,2021,
Iraq,IRQ,2000,
Iraq,IRQ,2001,
Iraq,IRQ,2002,
Iraq,IRQ,2003,
Iraq,IRQ,2004,
Iraq,IRQ,2005,
Iraq,IRQ,2006,
Iraq,IRQ,2007,
Iraq,IRQ,2008,
Iraq,IRQ,2009,
Iraq,IRQ,2010,
Iraq,IRQ,2011,
Iraq,IRQ,2012,
Iraq,IRQ,2013,
Iraq,IRQ,2014,0.91477329322806
Iraq,IRQ,2015,1.32119614893692
Iraq,IRQ,2016,2.07780523585979
Iraq,IRQ,2017,2.68703020692064
Iraq,IRQ,2018,1.98400716286706
Iraq,IRQ,2019,1.34459361810327
Iraq,IRQ,2020,
Iraq,IRQ,2021,
Ireland,IRL,2000,26.3499404107767
Ireland,IRL,2001,24.2082381522214
Ireland,IRL,2002,23.5168457829207
Ireland,IRL,2003,24.1607391790456
Ireland,IRL,2004,25.0697230795881
Ireland,IRL,2005,25.4571402375003
Ireland,IRL,2006,26.818812774603
Ireland,IRL,2007,25.937168346525
Ireland,IRL,2008,23.810941221499
Ireland,IRL,2009,22.0623761788555
Ireland,IRL,2010,21.8328969233319
Ireland,IRL,2011,21.6464169302643
Ireland,IRL,2012,22.3065644373172
Ireland,IRL,2013,22.4421898424785
Ireland,IRL,2014,22.4604426817187
Ireland,IRL,2015,18.1112305946373
Ireland,IRL,2016,18.6308582747747
Ireland,IRL,2017,17.6128723324965
Ireland,IRL,2018,17.6404114712849
Ireland,IRL,2019,17.3566699903949
Ireland,IRL,2020,15.9051983090981
Ireland,IRL,2021,16.5930205963518
Japan,JPN,2000,
Japan,JPN,2001,
Japan,JPN,2002,
Japan,JPN,2003,
Japan,JPN,2004,
Japan,JPN,2005,
Japan,JPN,2006,
Japan,JPN,2007,
Japan,JPN,2008,
Japan,JPN,2009,
Japan,JPN,2010,
Japan,JPN,2011,
Japan,JPN,2012,
Japan,JPN,2013,
Japan,JPN,2014,
Japan,JPN,2015,
Japan,JPN,2016,
Japan,JPN,2017,
Japan,JPN,2018,
Japan,JPN,2019,
Japan,JPN,2020,
Japan,JPN,2021,
Jordan,JOR,2000,18.9981162585227
Jordan,JOR,2001,18.6804846237252
Jordan,JOR,2002,17.4816014130115
Jordan,JOR,2003,18.2179368351156
Jordan,JOR,2004,20.9955023421375
Jordan,JOR,2005,24.4151653670341
Jordan,JOR,2006,24.5548644547277
Jordan,JOR,2007,24.6898518707805
Jordan,JOR,2008,17.152210648873
Jordan,JOR,2009,16.5303515829394
Jordan,JOR,2010,15.4990908124012
Jordan,JOR,2011,14.6082372225069
Jordan,JOR,2012,14.9212805170996
Jordan,JOR,2013,14.9305149962785
Jordan,JOR,2014,15.4316440340028
Jordan,JOR,2015,14.9510256180555
Jordan,JOR,2016,15.0206304355319
Jordan,JOR,2017,14.7021242425125
Jordan,JOR,2018,14.7288480451847
Jordan,JOR,2019,14.8140015671358
Jordan,JOR,2020,15.9811020446786
Jordan,JOR,2021,
Kazakhstan,KAZ,2000,10.2213950712596
Kazakhstan,KAZ,2001,9.64230065323767
Kazakhstan,KAZ,2002,12.1343597833771
Kazakhstan,KAZ,2003,13.0832376530724
Kazakhstan,KAZ,2004,13.9086779667034
Kazakhstan,KAZ,2005,
Kazakhstan,KAZ,2006,
Kazakhstan,KAZ,2007,
Kazakhstan,KAZ,2008,
Kazakhstan,KAZ,2009,
Kazakhstan,KAZ,2010,15.7123804636498
Kazakhstan,KAZ,2011,18.2578342100647
Kazakhstan,KAZ,2012,13.3120981501594
Kazakhstan,KAZ,2013,16.0301777646187
Kazakhstan,KAZ,2014,14.1934327397187
Kazakhstan,KAZ,2015,9.8357115521941
Kazakhstan,KAZ,2016,9.92425019653
Kazakhstan,KAZ,2017,10.3030113756124
Kazakhstan,KAZ,2018,11.7177995865876
Kazakhstan,KAZ,2019,11.78694274063
Kazakhstan,KAZ,2020,8.3188093138288
Kazakhstan,KAZ,2021,9.44711136309549
Kenya,KEN,2000,
Kenya,KEN,2001,
Kenya,KEN,2002,
Kenya,KEN,2003,
Kenya,KEN,2004,
Kenya,KEN,2005,
Kenya,KEN,2006,
Kenya,KEN,2007,
Kenya,KEN,2008,
Kenya,KEN,2009,
Kenya,KEN,2010,
Kenya,KEN,2011,
Kenya,KEN,2012,
Kenya,KEN,2013,
Kenya,KEN,2014,15.1870212650473
Kenya,KEN,2015,14.8394826504099
Kenya,KEN,2016,14.9664727307544
Kenya,KEN,2017,15.0524641340645
Kenya,KEN,2018,14.3612789172776
Kenya,KEN,2019,15.1001093470909
Kenya,KEN,2020,14.2998226320714
Kenya,KEN,2021,13.554644324086
"Korea, Rep.",KOR,2000,14.2617780767866
"Korea, Rep.",KOR,2001,13.5487884169826
"Korea, Rep.",KOR,2002,13.2486667899345
"Korea, Rep.",KOR,2003,13.6934575722654
"Korea, Rep.",KOR,2004,12.9668278295344
"Korea, Rep.",KOR,2005,13.3130704357982
"Korea, Rep.",KOR,2006,13.7275352115127
"Korea, Rep.",KOR,2007,14.8173827033418
"Korea, Rep.",KOR,2008,14.495199990643
"Korea, Rep.",KOR,2009,13.6509644478519
"Korea, Rep.",KOR,2010,13.4369302936494
"Korea, Rep.",KOR,2011,13.8509676319419
"Korea, Rep.",KOR,2012,14.0775914974355
"Korea, Rep.",KOR,2013,13.6306234375615
"Korea, Rep.",KOR,2014,13.2411616632556
"Korea, Rep.",KOR,2015,13.1581443398916
"Korea, Rep.",KOR,2016,13.981952981677
"Korea, Rep.",KOR,2017,14.4938185341627
"Korea, Rep.",KOR,2018,15.5363837327673
"Korea, Rep.",KOR,2019,15.1995665314457
"Korea, Rep.",KOR,2020,14.8612576736336
"Korea, Rep.",KOR,2021,16.7347339402527
Kyrgyz Republic,KGZ,2000,
Kyrgyz Republic,KGZ,2001,
Kyrgyz Republic,KGZ,2002,
Kyrgyz Republic,KGZ,2003,
Kyrgyz Republic,KGZ,2004,
Kyrgyz Republic,KGZ,2005,
Kyrgyz Republic,KGZ,2006,
Kyrgyz Republic,KGZ,2007,
Kyrgyz Republic,KGZ,2008,
Kyrgyz Republic,KGZ,2009,
Kyrgyz Republic,KGZ,2010,
Kyrgyz Republic,KGZ,2011,
Kyrgyz Republic,KGZ,2012,
Kyrgyz Republic,KGZ,2013,
Kyrgyz Republic,KGZ,2014,17.5486530868942
Kyrgyz Republic,KGZ,2015,16.801668055009
Kyrgyz Republic,KGZ,2016,16.9491731803417
Kyrgyz Republic,KGZ,2017,17.0462850607483
Kyrgyz Republic,KGZ,2018,17.998857013595
Kyrgyz Republic,KGZ,2019,15.9638338680814
Kyrgyz Republic,KGZ,2020,14.0363281932396
Kyrgyz Republic,KGZ,2021,16.4912602816795
Lebanon,LBN,2000,11.9012298232129
Lebanon,LBN,2001,11.8780771977299
Lebanon,LBN,2002,14.4305901911887
Lebanon,LBN,2003,15.3767134599505
Lebanon,LBN,2004,16.5086439486372
Lebanon,LBN,2005,15.1681037724548
Lebanon,LBN,2006,15.0082855368253
Lebanon,LBN,2007,14.9441191654965
Lebanon,LBN,2008,16.4183940002292
Lebanon,LBN,2009,16.8563060057445
Lebanon,LBN,2010,16.8444766850707
Lebanon,LBN,2011,16.3773329137847
Lebanon,LBN,2012,15.1980266225285
Lebanon,LBN,2013,14.0661144534751
Lebanon,LBN,2014,14.1095658840407
Lebanon,LBN,2015,13.4650512835689
Lebanon,LBN,2016,13.5253568933955
Lebanon,LBN,2017,15.3598817637047
Lebanon,LBN,2018,15.3254054569312
Lebanon,LBN,2019,15.4053905267612
Lebanon,LBN,2020,8.90172832507978
Lebanon,LBN,2021,5.68479554564454
Libya,LBY,2000,
Libya,LBY,2001,
Libya,LBY,2002,
Libya,LBY,2003,
Libya,LBY,2004,
Libya,LBY,2005,
Libya,LBY,2006,
Libya,LBY,2007,
Libya,LBY,2008,
Libya,LBY,2009,
Libya,LBY,2010,
Libya,LBY,2011,
Libya,LBY,2012,
Libya,LBY,2013,
Libya,LBY,2014,
Libya,LBY,2015,
Libya,LBY,2016,
Libya,LBY,2017,
Libya,LBY,2018,
Libya,LBY,2019,
Libya,LBY,2020,
Libya,LBY,2021,
Malaysia,MYS,2000,13.6669089031737
Malaysia,MYS,2001,17.7948888050621
Malaysia,MYS,2002,17.4469550876406
Malaysia,MYS,2003,15.4956551225138
Malaysia,MYS,2004,15.1990937626569
Malaysia,MYS,2005,14.8263910607125
Malaysia,MYS,2006,14.5161969824928
Malaysia,MYS,2007,14.3037228371975
Malaysia,MYS,2008,14.6629582567858
Malaysia,MYS,2009,14.9405015326636
Malaysia,MYS,2010,13.3321953103767
Malaysia,MYS,2011,14.794353171378
