country,ISO3,year,gdp_per_capita
Colombia,COL,2017,16986.0334182842
Colombia,COL,2018,17104.1313545678
Colombia,COL,2019,17336.7716030551
Colombia,COL,2020,15861.4999291295
Colombia,COL,2021,17383.0901728295
Colombia,COL,2022,18451.9459195936
Colombia,COL,2023,18357.6446425686
Cyprus,CYP,2000,36125.12890625
Cyprus,CYP,2001,37150.40234375
Cyprus,CYP,2002,38094.41796875
Cyprus,CYP,2003,38621.5
Cyprus,CYP,2004,40023.7734375
Cyprus,CYP,2005,41366.078125
Cyprus,CYP,2006,42599.32421875
Cyprus,CYP,2007,43827.93359375
Cyprus,CYP,2008,44299.76953125
Cyprus,CYP,2009,42257.26171875
Cyprus,CYP,2010,42106.50390625
Cyprus,CYP,2011,41216.8203125
Cyprus,CYP,2012,39194.15234375
Cyprus,CYP,2013,36697.453125
Cyprus,CYP,2014,36444.6171875
Cyprus,CYP,2015,37905.8359375
Cyprus,CYP,2016,40212.73828125
Cyprus,CYP,2017,42131.578125
Cyprus,CYP,2018,44231.07421875
Cyprus,CYP,2019,46198.89453125
Cyprus,CYP,2020,44207.05078125
Cyprus,CYP,2021,48784.578125
Cyprus,CYP,2022,51669.30078125
Cyprus,CYP,2023,52195.34765625
Czechia,CZE,2000,29427.4070019017
Czechia,CZE,2001,30399.8730821595
Czechia,CZE,2002,30919.5496650702
Czechia,CZE,2003,31949.2963172159
Czechia,CZE,2004,33452.3408053286
Czechia,CZE,2005,35535.748000894
Czechia,CZE,2006,37786.8781765699
Czechia,CZE,2007,39629.0061386399
Czechia,CZE,2008,40328.3426615738
Czechia,CZE,2009,38175.1422753813
Czechia,CZE,2010,39097.3886259443
Czechia,CZE,2011,39708.1626257241
Czechia,CZE,2012,39347.0492990118
Czechia,CZE,2013,39317.5535758017
Czechia,CZE,2014,40158.0164293443
Czechia,CZE,2015,42066.5759824007
Czechia,CZE,2016,43069.465980016
Czechia,CZE,2017,45177.5226061829
Czechia,CZE,2018,46301.082042021
Czechia,CZE,2019,47763.616553948
Czechia,CZE,2020,45119.9387370784
Czechia,CZE,2021,47796.0337408466
Czechia,CZE,2022,48390.6616781057
Czechia,CZE,2023,47495.2305648524
Germany,DEU,2000,49979.1331729782
Germany,DEU,2001,50711.6804808083
Germany,DEU,2002,50510.9059494432
Germany,DEU,2003,50215.4253982865
Germany,DEU,2004,50810.1431148721
Germany,DEU,2005,51289.2800442192
Germany,DEU,2006,53326.9769407143
Germany,DEU,2007,54941.6017632199
Germany,DEU,2008,55547.3107483969
Germany,DEU,2009,52600.2325215272
Germany,DEU,2010,54865.4305289008
Germany,DEU,2011,57992.3667587423
Germany,DEU,2012,58158.1379752479
Germany,DEU,2013,58223.6495262666
Germany,DEU,2014,59239.3401157716
Germany,DEU,2015,59699.3381277236
Germany,DEU,2016,60578.2870828309
Germany,DEU,2017,61991.497305328
Germany,DEU,2018,62495.4989424234
Germany,DEU,2019,62970.7160877929
Germany,DEU,2020,60342.6627168229
Germany,DEU,2021,62530.7653199241
Germany,DEU,2022,62931.968415318
Germany,DEU,2023,63154.6748740201
Ecuador,ECU,2000,9171.7510824383
Ecuador,ECU,2001,9393.5430677334
Ecuador,ECU,2002,9685.6215689776
Ecuador,ECU,2003,9790.75094494132
Ecuador,ECU,2004,10277.9999522418
Ecuador,ECU,2005,10647.0863990257
Ecuador,ECU,2006,10920.0352242273
Ecuador,ECU,2007,10939.3443718859
Ecuador,ECU,2008,11460.4053920721
Ecuador,ECU,2009,11389.4948561309
Ecuador,ECU,2010,11651.3422970974
Ecuador,ECU,2011,12433.758980372
Ecuador,ECU,2012,12945.0771751419
Ecuador,ECU,2013,13672.3064630751
Ecuador,ECU,2014,14047.4913782084
Ecuador,ECU,2015,13864.4877052902
Ecuador,ECU,2016,13569.7967959864
Ecuador,ECU,2017,14161.7051815893
Ecuador,ECU,2018,14066.1762612468
Ecuador,ECU,2019,13853.4207787933
Ecuador,ECU,2020,12425.0175450466
Ecuador,ECU,2021,13539.7108484794
Ecuador,ECU,2022,14263.2039756632
Ecuador,ECU,2023,14472.3165053895
"Egypt, Arab Rep.",EGY,2000,9981.62775083138
"Egypt, Arab Rep.",EGY,2001,10117.3331821699
"Egypt, Arab Rep.",EGY,2002,10143.5063455702
"Egypt, Arab Rep.",EGY,2003,10250.3765500459
"Egypt, Arab Rep.",EGY,2004,10451.8217511537
"Egypt, Arab Rep.",EGY,2005,10700.6090373232
"Egypt, Arab Rep.",EGY,2006,11211.8320229508
"Egypt, Arab Rep.",EGY,2007,11782.0060717966
"Egypt, Arab Rep.",EGY,2008,12391.5847624705
"Egypt, Arab Rep.",EGY,2009,12728.0814586737
"Egypt, Arab Rep.",EGY,2010,13128.9878334085
"Egypt, Arab Rep.",EGY,2011,13082.4263680701
"Egypt, Arab Rep.",EGY,2012,13076.8052395914
"Egypt, Arab Rep.",EGY,2013,13058.0748239258
"Egypt, Arab Rep.",EGY,2014,13136.365629827
"Egypt, Arab Rep.",EGY,2015,13425.9119599775
"Egypt, Arab Rep.",EGY,2016,13727.3201600494
"Egypt, Arab Rep.",EGY,2017,14018.360593453
"Egypt, Arab Rep.",EGY,2018,14488.2094340483
"Egypt, Arab Rep.",EGY,2019,15026.5682438097
"Egypt, Arab Rep.",EGY,2020,15309.2359881702
"Egypt, Arab Rep.",EGY,2021,15579.0160861551
"Egypt, Arab Rep.",EGY,2022,16360.3907750364
"Egypt, Arab Rep.",EGY,2023,16691.1332373374
Ethiopia,ETH,2000,810.270707714513
Ethiopia,ETH,2001,851.313384896172
Ethiopia,ETH,2002,838.298004099301
Ethiopia,ETH,2003,795.772097624193
Ethiopia,ETH,2004,877.114450100542
Ethiopia,ETH,2005,952.115617567442
Ethiopia,ETH,2006,1024.72906692604
Ethiopia,ETH,2007,1109.14324580737
Ethiopia,ETH,2008,1193.74722217379
Ethiopia,ETH,2009,1262.46391533704
Ethiopia,ETH,2010,1381.19037588937
Ethiopia,ETH,2011,1492.5338883548
Ethiopia,ETH,2012,1576.76867666039
Ethiopia,ETH,2013,1696.86506903221
Ethiopia,ETH,2014,1821.39152446688
Ethiopia,ETH,2015,1957.41444173205
Ethiopia,ETH,2016,2084.84044949632
Ethiopia,ETH,2017,2222.82813075835
Ethiopia,ETH,2018,2311.16499825122
Ethiopia,ETH,2019,2437.97033495522
Ethiopia,ETH,2020,2516.54894667514
Ethiopia,ETH,2021,2588.41296931036
Ethiopia,ETH,2022,2655.57791619133
Ethiopia,ETH,2023,2755.45709577808
United Kingdom,GBR,2000,43247.6363873458
United Kingdom,GBR,2001,44189.8548896778
United Kingdom,GBR,2002,44793.3260727072
United Kingdom,GBR,2003,45990.7158909913
United Kingdom,GBR,2004,46853.7925395701
United Kingdom,GBR,2005,47804.7852569688
United Kingdom,GBR,2006,48584.4359469012
United Kingdom,GBR,2007,49472.985996223
United Kingdom,GBR,2008,48963.023157871
United Kingdom,GBR,2009,46348.7534175335
United Kingdom,GBR,2010,47013.8824123254
United Kingdom,GBR,2011,47178.9199001066
United Kingdom,GBR,2012,47558.9936362037
United Kingdom,GBR,2013,48091.8465962989
United Kingdom,GBR,2014,49264.0553741224
United Kingdom,GBR,2015,49961.687628766
United Kingdom,GBR,2016,50537.3417528108
United Kingdom,GBR,2017,51528.6046743424
United Kingdom,GBR,2018,51937.0226977295
United Kingdom,GBR,2019,52483.8125088392
United Kingdom,GBR,2020,46907.7139264028
United Kingdom,GBR,2021,50972.2445879987
